job_title,company_name,state,office_type,salary
Data Engineer,QinetiQ US,VA,On-site,NA
Engineering-L2-Salt Lake City-Associate-Systems Engineering,Goldman Sachs,NA,NA,NA
Artificial Intelligence Researcher / AI Researcher,techolution,NA,NA,NA
"Intern, R&D Undergraduate Summer - TITANS SW, Hybrid",Sandia National Laboratories,NA,NA,NA
ServiceNow Developer,QinetiQ US,VA,On-site,NA
"Embedded Software Engineer, Consumer Hardware (Starlink)",SpaceX,TX,On-site,120
Mid-Level Embedded Software Engineer,Kforce Inc,UT,Hybrid,100
Spring 2025 R&D Intern,Ansys,PA,On-site,NA
GNC Engineering Intern - 2025 Summer Intern,Shield AI,TX,On-site,94.0
Operator III - CNC Programmer - Walnut,The Gund Company,CA,On-site,62.0
CAD Implementer,"Hexagon Safety, Infrastructure & Geospatial",AL,Remote,NA
System Engineer,Symbotic,AR,On-site,NA
Data Engineer,GM Financial,TX,Hybrid,NA
Enterprise Architect Intern,Novelis,GA,Hybrid,NA
Adobe MarTech Engineer,WillowTree,OH,Hybrid,105
Internship - Algorithm Engineer,ASML,CA,On-site,NA
"Associate Localization Engineer (Croatian, Polish, Czech, Hungarian, Romanian) (Remote / Flexible)",Insulet Corporation,MA,Remote,68.2
Adobe MarTech Engineer,WillowTree,NC,Hybrid,105
Mobile Software Engineer,Acclaim Technical Services,VA,On-site,NA
Adobe MarTech Engineer,WillowTree,MA,Hybrid,105
"Assoc, Systems Engrg (Rochester, NY)",L3Harris Technologies,NY,On-site,66
Angular Developer,Capgemini,TX,On-site,NA
ERP Associate Engineer (Hybrid),Cargill,GA,Hybrid,NA
"Runtime Development Research Intern-Spring 2025- Silicon Valley, CA",Nissan Motor Corporation,NA,NA,NA
Analytics Engineer,The Guitar Center Company,CA,On-site,NA
CODIS SME/Requirements Manager,ECS,NA,NA,NA
Power Platform Developer,DSA,VA,Hybrid,NA
Engineer,Tata Consultancy Services,NC,On-site,115
Adobe MarTech Engineer,WillowTree,VA,Hybrid,105
Intern - Perception,Symbotic,MA,On-site,NA
"Amazon Last Mile Mobile Developer, Flex app",Amazon,NA,NA,NA
Digital Learning Experience Developer (Unity) - Dietrich College,Carnegie Mellon University,PA,On-site,NA
Jr. Sharepoint Developer,TEKsystems,IN,Hybrid,60.0
"Launch Engineer, Operations & Test Engineering (Falcon Integration)",SpaceX,FL,On-site,95
"Software Engineer, IP & Networking (Starlink)",SpaceX,WA,On-site,120
Machine Learning Researcher (PhD & Chinese speaking),Gravitas Recruitment Group (Global) Ltd,NA,On-site,NA
Senior Embedded Software Engineer,"Tarana Wireless, Inc.",NA,NA,130
"Systems Engineer, Testing and Quality Assurance",Leidos,VA,On-site,65
Robotics and Automation Software Engineer-Early Career Development Program,Nabors Industries,TX,On-site,NA
"Software Engineer, PhD, Early Career, Campus, Embedded Systems and Firmware, 2025 start",Google,NY,On-site,136
Sheet Metal Programmer/Scheduler,Vertiv,NA,NA,NA
Principal Systems Engineer - R10178105,Northrop Grumman,NA,NA,110.3
Senior Consultant,Virtusa,AZ,Hybrid,NA
Rolling Stock System Engineer,Hitachi Rail,MD,On-site,84.1
"Sr Technical Lab Developer, Curriculum Labs and Engineering, AWS T&C",Amazon Web Services (AWS),NA,NA,124.5
"Research Scientist Intern, Applied Perception (PhD)",Meta,NA,NA,NA
"Principal Engineer, Cloud Software","Tarana Wireless, Inc.",NA,NA,215
Cloud Support Engineer II - Developer and Mobile Services (DMS),Amazon Web Services (AWS),NA,NA,NA
Post-Doctoral Research Associate - Natural Language Processing,Brookhaven National Laboratory,NY,On-site,70.2
Internship - Source Mask Optimization,ASML,CA,On-site,34.0
"Research Scientist Intern, Foundation Model Optimization (PhD)",Meta,NA,NA,NA
IT Systems Engineer- Glendale,Mark Anthony Group,AZ,On-site,NA
Cloud Support Engineer II - Linux,Amazon Web Services (AWS),NA,NA,NA
Cloud Support Engineer (DFA),Amazon Web Services (AWS),NA,NA,NA
