job_title,company_name,state,office_type,salary
Software Systems Engineer (AHT) - R10179327,Northrop Grumman,NA,NA,77.2
Site Reliability Engineer,TEKsystems,AZ,On-site,NA
AWS Cyber Cloud Computing Engineer,SAIC,AL,Hybrid,NA
Software Engineer - DevOps Engineer,Capgemini Engineering,NA,On-site,NA
"AI Research Scientist Intern, 3D Computer Vision and Graphics, Media (PhD)",Meta,NA,NA,NA
IT Solutions Salesforce Developer,Fulton Bank,NA,Remote,67.1
Senior .NET Developer,Kforce Inc,FL,On-site,76.0
Staff Engineer Software (SaaS Security),Palo Alto Networks,CA,On-site,NA
AWS Cyber Cloud Computing Engineer,SAIC,SC,Hybrid,NA
UCM Engineer,Covetus,TX,On-site,NA
Business Intelligence Developer,TransPerfect,CO,Hybrid,60
Security Engineer,Accenture Federal Services,TX,Remote,NA
UKG Dimensions Dev/Analyst,Apex Systems,NC,On-site,NA
System Safety Engineer - FLRAA,TekWissen ®,TX,On-site,190.0
Frontend Developer,TekStream Solutions,NA,NA,NA
Solutions Engineer (Hybrid),Janes,VA,Hybrid,NA
Applications Engineer II,Hexagon Manufacturing Intelligence,AL,Remote,NA
Cloud Engineer II- Infrastructure,CarMax,NV,On-site,NA
Sr. Cloud Engineer- Infrastructure,CarMax,NV,On-site,NA
Salesforce Platform Manager and Architect- Remote,Experian,NA,NA,129.2
Salesforce Developer,Cloudinity Inc,OH,Hybrid,NA
Business Solutions Developer,"CAMP Systems International, Inc.",TX,Hybrid,NA
Security Software Engineer (Starlink),SpaceX,WA,On-site,130
Senior Java Developer,Virtusa,NJ,Hybrid,NA
Building Automation Programmer,Jobot,AZ,On-site,NA
SW CI/CD Engineer (24-417) E3 / COS-83,Apex Systems,CO,On-site,NA
Engineer - Cloud & Infra Management,LTIMindtree,OR,On-site,60
Business Solutions Developer,"CAMP Systems International, Inc.",NH,Hybrid,NA
Quality Assurance Engineer - Extensions,Redwood Software,NA,Remote,NA
Nice inContact Developer,Infosys,AZ,On-site,NA
"Systems Engineer, Admin Tooling",Cloudflare,TX,Hybrid,137
Vehicle Systems Engineer,Ampstek,PA,On-site,NA
Systems Engineer,Consumer Direct Care Network,NA,Hybrid,NA
AbInitio Developer,Collabera,NC,Hybrid,120.0
"Senior Engineer, DMS and Risk Systems",White & Case LLP,NA,Hybrid,124
CMM Programmer,Loc Performance,MI,On-site,NA
Cloud security engineer,Glocomms,NY,On-site,150
Digital Workplace Application Engineer,Suffolk Construction,TX,On-site,NA
Staff Systems Engineer,Abbott,NA,NA,95.5
ServiceNow Engineer,Eliassen Group,NA,NA,90.0
Postdoctoral Associate,University of Colorado Boulder,CO,On-site,NA
AWS Cyber Cloud Computing Engineer,SAIC,MA,Hybrid,NA
Quality Systems Engineer – Software Compliance,DEKA Research & Development,NH,On-site,NA
Site Reliability Engineer,e-Zest Solutions,NA,On-site,NA
Sr. Cloud Engineer,CarMax,GA,On-site,NA
OIM Developer,"Siri InfoSolutions, Inc.",GA,On-site,NA
Integration Developer,AAA Western and Central New York,NY,On-site,NA
Postdoctoral Appointee -Self Driving Laboratories for Earth and Environmental System Science,Argonne National Laboratory,IL,Hybrid,NA
CNC Programmer,Honda Aircraft Company,NC,On-site,NA
Peoplesoft Finance Developer (Only W2),3i Infotech Ltd.,NA,NA,NA
BIM Data Engineer,Suffolk Construction,MA,On-site,NA
Engineer,Tata Consultancy Services,IL,On-site,90
Firmware Engineer,Actalent,OH,Hybrid,76.92
CNC Programmer,Insight Global,OH,On-site,50.0
^IMS-Cobalt: PDSM/SCCM Engineer- 5592432,Accenture,TN,On-site,NA
Senior Consultant,Virtusa,FL,Hybrid,NA
Security Engineer,Apex Systems,NA,NA,45/yr - 
^IMS-Cobalt: Windows Engineer 5592433,Accenture,TN,On-site,NA
GMS Application Engineer (Level I to Senior),TekWissen ®,TX,On-site,75
Software Functional Safety Engineer,Altair,CA,Remote,71
iOS Developer,Prestige Staffing,NA,Hybrid,90
FortiGate/NAC Engineer,Motion Recruitment,TX,On-site,130
^IMS Cobalt MDM (Intune & Workspace ONE) - 5592471,Accenture,TN,On-site,NA
Azure Cloud Engineer/Developer - Full Remote - US Citizen/Green Card Only,GlobalSource IT,NA,NA,110/yr - 
Sr Java Fullstack Engineer (W2 & Hybrid),AMISEQ,CA,Hybrid,160.0
Principal Software Engineer (Python/React/Cloud-10+ years)),BravoTECH,NA,NA,NA
IT Infrastructure Engineer,CHEP,FL,On-site,85
Cloud Engineer (Only W2),Net2Source Inc.,TX,Hybrid,NA
^IMS Cobalt MDM (Intune & Workspace ONE) - 5592472,Accenture,TN,On-site,NA
Quality Assurance Automation Lead,Insight Global,NA,NA,100.0
Information Technology Service Management Consultant,Net2Source Inc.,CA,On-site,120.0
Linux Engineer,ECCO Select,NJ,Hybrid,120.0
Systems Engineer V - Requirements Management,Abbott,NA,NA,95
Lead Data Engineer,Techgene Solutions,NC,Hybrid,NA
Managed Services - Informatica Data Engineer - Senior Associate,PwC,NA,On-site,58
Artificial Intelligence/Machine Learning - Postdoctoral Researcher,Lawrence Livermore National Laboratory,CA,On-site,NA
