job_title,company_name,state,office_type,salary
Junior Data Engineer - Claims,GEICO,MD,On-site,80
Azure IOT Developer,Tata Consultancy Services,TX,On-site,110
Lead Software Engineer,Dot Foods,MO,Hybrid,NA
"Application Engineer, Jr. (Cleared)","IT Concepts, Inc",FL,On-site,NA
Software Quality Assurance Engineer,ASM,AZ,On-site,NA
Field Operations Engineer,DEKA Research & Development,NA,NA,NA
Developer,Tata Consultancy Services,NC,On-site,100
Hiring our Heroes Skillbridge - Systems Engineer,Systems Planning & Analysis,VA,On-site,NA
Automation Specialist-Python Developer,Bank of America,NA,NA,NA
Infrastructure Engineer,Exiger,NJ,Hybrid,NA
Software Requirements Engineer,ALTEN Technology USA,MI,On-site,NA
"Senior Specialist, Full Stack Developer",KPMG US,NA,NA,NA
Data Engineer,Valiant Integrated Services,TX,On-site,NA
Senior Software Engineer (Real-Time Systems) - Hybrid NYC OR LA,CyberCoders,NY,Hybrid,165
Laboratory Automation Software Engineer,AbbVie,NA,NA,NA
Cryptography Research Engineer Intern (February - May 2025),Ripple,NY,Hybrid,84.0
Cloud Engineer,Valiant Integrated Services,TX,On-site,NA
Sensor / Algorithm Software Engineer,Garmin,NA,NA,NA
BizOps Engineer I-R-230550,Mastercard,NA,Hybrid,NA
Machine Learning Engineer Graduate (E-Commerce Business Growth) - 2025 Start (MS/PhD),TikTok,NA,NA,NA
SDET Engineer,KPMG US,NA,NA,NA
Systems Engineer,defi SOLUTIONS,NY,On-site,68.1
"(USA) Staff, Software Engineer",Walmart,NA,NA,143
Senior Systems Software Engineer (C++/OOP/.NET Framework)),KLA,NA,NA,124.1
Software Engineer II - Mulesoft Integration Engineer,"Farm Credit Financial Partners, Inc.",MA,Hybrid,NA
Test Engineer,ECS,VA,On-site,NA
"Data Engineer, Big Data Privacy and Security",TikTok,NA,NA,NA
Technology Operations Engineer,"Lowe's Companies, Inc.",NC,On-site,61.3
Power Platform Developer (entry level),Fanatics,TX,On-site,NA
Mac Platform Engineer,Worldpay,OH,On-site,NA
"Research Scientist Intern, Llama Applied LLM (Post-Training)",Meta,NA,NA,NA
Systems Application Engineer,Schneider Electric,OH,On-site,NA
Staff Developer Relations Engineer,Arm,TX,Hybrid,185.5
Application Operations Engineer,GE Aerospace,MI,On-site,NA
DevOps Transformation Engineer,Horizontal Talent,CO,Hybrid,192.0
"Developer Technology Engineer, Public Sector - New College Grad 2025",NVIDIA,NA,NA,120
Financial Model Software Engineer in C++ (Hybrid - 3 Days in Office),Freddie Mac,VA,Hybrid,103
DIGITAL SOLUTIONS - Application Developer III Application Developer III,ECLARO,WA,On-site,106.45999999999998
eComm Mobile App Developer Intern,Bass Pro Shops,NA,NA,NA
"Research Scientist, ML Systems - New College Grad 2025",NVIDIA,NA,NA,160
Principal Machine Learning Engineer (SQL - RAG Systems),Palo Alto Networks,CA,On-site,NA
10104 - AWS Platform Engineer,Hyundai AutoEver America,CA,On-site,98.1
Applications Engineer Returnship - Digital Implementation,Cadence,NA,NA,59.5
Embedded Software Engineer - MES Level,L3Harris Technologies,NJ,On-site,NA
Controls Software Engineer,"GROB Systems, Inc",OH,On-site,NA
Azure DevOps/ Cloud Engineer,Experis,NJ,On-site,NA
Reliability Engineer II,Honeywell,LA,On-site,NA
Sr. Security Engineer,Verisk,NJ,Hybrid,NA
RF Software Engineer (Starshield),SpaceX,CA,On-site,15
Engineer Technical Services - R10178729,Northrop Grumman,NA,NA,NA
"Sr. Specialist SA, QCT .NET, GenAI/ML : Q Developer",Amazon Web Services (AWS),NA,NA,138.2
.Net and Java Microservice Full Stack Developer,Tata Consultancy Services,PA,On-site,NA
R&D Test Engineer,Xylem,MN,On-site,91.5
Model Based System Engineer Intern,Innovative Defense Technologies (IDT),VA,On-site,NA
Cyber Reverse Engineer,MITRE,NA,NA,NA
Field Service Engineer,Agilent Technologies,IN,Remote,66.45999999999998
"Sr. Specialist SA, Cloud Engineering, GenAI/ML : Q Developer",Amazon Web Services (AWS),NA,NA,138.2
"Mission Integration Engineer, Mission Systems (Starshield)",SpaceX,CA,On-site,95
Engineer - IT Systems,United Airlines,NA,NA,NA
"Research Scientist Intern, Generative AI Algorithms (PhD)",Meta,NA,NA,NA
"Research Scientist Intern, AI Core Machine Learning (PhD)",Meta,NA,NA,NA
P&C Security Systems Engineer,Kforce Inc,TX,On-site,NA
"Embedded Sensor Integration Software Engineer, Intelligence Systems",Anduril Industries,VA,On-site,168
Engineer II – Business Intelligence Developer,GEICO,MD,On-site,80
IT Engineer,Wunderkind,NY,On-site,68
"Launch Engineer, Fluid Systems",SpaceX,CA,On-site,95
Firmware Engineer (Onsite),Collins Aerospace,FL,On-site,64
Developer,Tata Consultancy Services,NC,On-site,120
Cloudforce One Detections Engineer,Cloudflare,CO,On-site,110
QA Engineer Intern (TikTok Privacy and Security) - 2025 Summer (BS/MS),TikTok,NA,NA,NA
Linux Engineer,ECCO Select,NJ,Hybrid,120.0
Tools Programmer - Editor Workflow Systems,Epic Games,NC,On-site,NA
Senior Mobile Developer,KPMG US,NA,NA,NA
Human Factors Engineer,Oceaneering,TX,On-site,NA
"Research Scientist Intern, Language and Multimodal Research for MetaAI (PhD)",Meta,NA,NA,NA
Firmware Engineer,STR,MA,On-site,NA
"Research Scientist Intern, Computer Vision for Generative AI (PhD)",Meta,NA,NA,NA
"Research Scientist Intern, AI Systems Machine Learning (PhD)",Meta,NA,NA,NA
Business Intelligence Developer,Associated Bank,NA,NA,NA
Reverse Engineer / Cyber Capability Engineer,The Johns Hopkins University Applied Physics Laboratory,NA,NA,90
"Data Engineer and Developer, Trustworthy Shopping Experience, CADE",Amazon,NA,NA,118.9
Building and System Engineering Specialist,UPS,NJ,On-site,NA
NG Fellow 1 – SW Integration - R10176678,Northrop Grumman,NA,NA,178.9
"Specialist SA, Q Developer - Core, GenAI/ML : Q Developer",Amazon Web Services (AWS),NA,NA,118.2
"Sr. Specialist SA, NAMER, GenAI/ML : Q Developer",Amazon Web Services (AWS),NA,NA,138.2
Application Engineer,Control Southern,GA,On-site,NA
Test Engineer,Innovative Defense Technologies (IDT),NJ,On-site,NA
"Sr. Worldwide Specialist - GenAI, Next Generation Developer Experience",Amazon Web Services (AWS),NA,NA,126.5
"Sr. Worldwide Specialist - GenAI, Next Generation Developer Experience",Amazon Web Services (AWS),NA,NA,133.2
Postdoctoral Appointee - Scientific Machine Learning for Surrogate Modeling and Power Grid Dynamics,Argonne National Laboratory,IL,On-site,NA
Cloverleaf Developer,BayCare Health System,FL,On-site,NA
Application Engineer,"CIRCOR International, Inc.",MA,On-site,NA
Staff Systems Engineer (Radiation Effects Test) - R10176635,Northrop Grumman,NA,NA,142.5
Test Automation Engineer,Capgemini Engineering,NA,On-site,NA
Cloud Security Engineer,Experis,NJ,On-site,NA
"Sr. Specialist SA, 1P Integrations, GenAI/ML : Q Developer",Amazon Web Services (AWS),NA,NA,138.2
"Application Engineer, Jr. (Cleared)","IT Concepts, Inc",NC,On-site,NA
Visualization Engineer,Kforce Inc,OR,Remote,NA
Senior Software Quality Assurance Engineer,STERIS,OH,Hybrid,NA
Systems Application Engineer III,Schneider Electric,NA,On-site,NA
Test and Validation Engineer II,Raytheon,MA,On-site,64
Engineer,Tata Consultancy Services,OH,On-site,110
Cryogenic Systems Engineer,Oak Ridge National Laboratory,TN,On-site,NA
Staff Software Systems Engineer (SS1002) - R10176822,Northrop Grumman,NA,NA,157.5
Channel Systems Engineer,Palo Alto Networks,DC,On-site,NA
Channel Systems Engineer,Palo Alto Networks,MD,On-site,NA
Principal / Senior Principal Cyber Systems Cloud Engineer - R10176853,Northrop Grumman,NA,NA,107.3
Systems Safety Engineer II,Leonardo DRS,MO,On-site,NA
Engineer,Tata Consultancy Services,PA,On-site,NA
Channel Systems Engineer,Palo Alto Networks,PA,On-site,NA
"Principal Worldwide Specialist - GenAI, Q Developer - Database",Amazon Web Services (AWS),NA,NA,158.4
Principal Core Systems Engineer / Senior Principal Core Systems Engineer - R10178871,Northrop Grumman,NA,NA,105.4
Security Engineer,Epic,WI,On-site,NA
"Senior Linux Kernel Developer, Amazon Linux",Amazon Web Services (AWS),NA,NA,151.3
Storage and Linux Systems Engineer,Epic,WI,On-site,NA
