job_title,company_name,state,office_type,salary
Software Engineering Intern - Summer 2025,Schneider,NA,NA,NA
Test Engineer,Akkodis,OH,On-site,78.0
Lead Software Engineer - Python,GameStop,TX,On-site,NA
SOFTWARE TEST ENGINEER 2,"Newport News Shipbuilding, A Division of HII",VA,On-site,NA
Principal Test Engineer,Westinghouse Electric Company,PA,On-site,NA
Principal Computer Vision Engineer,Darwin Recruitment,CA,On-site,200
Systems Engineer - Mission Planning (BT-24146),"Bastion Technologies, Inc.",NA,NA,NA
Equipment Systems Application Engineer,Johnson Controls,CA,On-site,70
Engineer II - Application Engineering Technology,TI Fluid Systems,MI,Hybrid,NA
Systems Engineer,JT4,NA,NA,NA
NA,INVISTA,TX,On-site,NA
"Intern, myQ Middleware (Summer 2025)",Chamberlain Group,IL,On-site,NA
Platform Engineer,Collabera,CO,On-site,NA
Trading Systems Engineer,ECLARO,NY,Hybrid,120
Technology Business Developer,Find Great People | FGP,NA,On-site,42
Embedded Developer,KTek Resourcing,TX,On-site,100
VMWare Systems Engineer,Soni,NA,NA,120.0
Salesforce Developer (Field Service Management),Builders FirstSource,NA,NA,NA
IT Application Engineer MES,Magna International,AZ,On-site,NA
Lead Software Engineer - Java,GameStop,TX,On-site,NA
Data Warehouse / ETL Developer,"ALTA IT Services, LLC",NJ,Hybrid,NA
"Sr Principal Software Engineer, Backend (Shared Services)",Palo Alto Networks,CA,On-site,NA
"Senior Software Engineer, Technical Lead",Cardinal Health,NA,NA,121.6
Principal or Sr Principal Systems Safety Engineer (Edwards AFB ) - R10162667,Northrop Grumman,NA,NA,107.3
Sharepoint Developer,Zolon Tech Inc.,VA,On-site,NA
Infrastructure Engineer,CAE,NA,NA,NA
Mission Management Software Engineer II (Onsite),Raytheon,CO,On-site,64
Mid-Level Model Based Systems Engineer,General Dynamics Mission Systems,VA,On-site,95.4
Security Engineer,Kelly,MI,On-site,60.0
LIMS Developer,TekWissen ®,MO,Remote,92.62
Satellite Operations and Reliability Engineer (Starlink),SpaceX,WA,On-site,NA
Field Service Engineer - Minneapolis (MN),Esko,WI,On-site,66.0
Cloud Engineer level 1,Apex Systems,MD,On-site,70.0
Salesforce Developer - US Citizen or Green Card ONLY,GlobalSource IT,WI,Hybrid,80
"Research Scientist Intern, Gen AI LLM Safety & Explainability (PhD)",Meta,NA,NA,NA
NA,Tech Electronics,CO,Hybrid,NA
Traction Test Engineer,Alstom,PA,Hybrid,NA
"Aerospace Engineer, AST, Fluid Systems Test (Direct Hire)",NASA - National Aeronautics and Space Administration,FL,Hybrid,104.1
Field Service Engineer,CyberCoders,NV,Remote,80
Operating Engineer,JLL,GA,On-site,NA
Cloud Endpoint Engineer,Park National Bank,FL,Hybrid,NA
NA,NA,MA,On-site,NA
Special Exceptions Engineer,ALTEN Technology USA,OR,On-site,80
Infrastructure Engineer,Collabera,TX,On-site,NA
"Research Scientist Intern, 3D Computer Vision and Generative AI (PhD)",Meta,NA,NA,NA
Application Engineer,Actalent,IL,On-site,NA
IT AV Engineer,Robert Half,CO,On-site,70.0
Infrastructure Engineer (Data Center),Wells Fargo,NA,NA,NA
Field Application Engineer,EM Microelectronic,NA,NA,NA
Model-Based Systems Engineer Intern - Spring 2025 - ASL,Georgia Tech Research Institute,AL,On-site,NA
Systems Engineer,CACI International Inc,FL,On-site,54.6
IAM Engineer,Collabera,TX,On-site,NA
Senior Cloud & IT Infrastructure Engineer,Kastle Systems,VA,On-site,NA
Mobile Apps QA Engineer,Tata Consultancy Services,TX,On-site,63.4
Senior AI Science Engineer,Verizon,FL,Hybrid,NA
Senior Google Cloud Platform (GCP)/AI Engineer - Associate,Deutsche Bank,NC,Hybrid,85
Principal Software Engineer - Virtual SDR,ZoomInfo,MA,Hybrid,148
Field Service Engineer,General Dynamics Information Technology,CA,Remote,85
Senior Data Scientist,Verizon,VA,Hybrid,NA
7 Test Automation Engineer - Wifi- 6-E,Cognizant,CO,Hybrid,84
PLC Programmer,LTIMindtree,PA,On-site,NA
Systems Engineer –Mission Planning for the Orion Program - Space Systems,Oceaneering,TX,Hybrid,NA
Research Scientist/Engineer,Adobe,NA,NA,129.4
Senior AI Science Engineer,Verizon,TX,Hybrid,NA
NA,Roche,NA,NA,144.5
Senior Consultant,Virtusa,FL,Hybrid,NA
Teradata Developer,Experis,TX,Hybrid,136.52
Salesforce Architect,American Fidelity,NA,NA,NA
Principal GPU Software Engineer,Roche,NA,NA,NA
Utility Engineer,Dewberry,AL,On-site,NA
Market Simulations Engineer,ISO New England Inc.,MA,Hybrid,NA
Estimating Engineer- PE,"BlueScope Buildings North America, Inc.",NC,Hybrid,NA
Salesforce Architect,ECLARO,NY,On-site,NA
Staff AI Engineer Software - R10175602,Northrop Grumman,NA,NA,190.5
Sr Principal AI Engineer Software - R10175615,Northrop Grumman,NA,NA,153.6
